Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
125,CA-2017-150473,07/06/2016,07/09/2016,Second Class,BR-26532,Brosina Hoffman,Corporate,United States,Houston,Texas,77041,West,FUR-FU-10006513,Furniture,Furnishings,Eldon Expressions Desk Organizer,250.98
126,CA-2018-191951,07/06/2016,07/08/2016,Second Class,PE-70566,Pete Kriz,Consumer,United States,Buffalo,New York,10008,West,FUR-FU-10008418,Furniture,Furnishings,Eldon Expressions Desk Organizer,84.89
127,CA-2018-183855,07/12/2016,07/18/2016,Second Class,KE-44234,Ken Lonsdale,Corporate,United States,Fort Lauderdale,Florida,33311,West,FUR-TA-10002170,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,294.8
128,CA-2016-196693,07/14/2016,07/18/2016,Standard Class,IR-53413,Irene Maddox,Consumer,United States,Fort Lauderdale,Florida,33311,Central,OFF-AP-10007507,Office Supplies,Appliances,Kensington SafeMouse Mouse Pad with Gel Wrist Rest,29.81
129,CA-2017-116201,07/15/2016,07/17/2016,Second Class,HA-64472,Harold Pawlan,Consumer,United States,Chicago,Illinois,60610,West,TEC-MA-10008119,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,356.38
130,CA-2016-194497,07/19/2016,07/25/2016,Second Class,RU-94357,Ruben Hope,Home Office,United States,Spokane,Washington,98103,West,OFF-BI-10007931,Office Supplies,Binders,Ibico Standard Binders,73.83
131,CA-2018-143814,07/20/2016,07/25/2016,Standard Class,RU-46456,Ruben Hope,Consumer,United States,Buffalo,New York,10008,Central,OFF-BI-10006521,Office Supplies,Binders,Ibico Standard Binders,51.74
132,CA-2016-149695,07/21/2016,07/23/2016,Standard Class,RU-69841,Ruben Hope,Corporate,United States,Dallas,Texas,77041,West,FUR-BO-10006146,Furniture,Bookcases,Bush Somerset Collection Bookcase,263.5
133,CA-2016-165178,07/23/2016,07/27/2016,First Class,PE-70594,Pete Kriz,Consumer,United States,Seattle,Washington,98103,West,OFF-PA-10002154,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,34.93
134,CA-2017-150833,07/24/2016,07/30/2016,Standard Class,SA-70785,Sandra Flanagan,Corporate,United States,Albany,New York,10008,South,TEC-PH-10002181,Technology,Phones,Samsung Galaxy S4,552.87
135,CA-2018-157394,07/25/2016,07/31/2016,Same Day,BR-62350,Brosina Hoffman,Consumer,United States,Peoria,Illinois,60610,West,OFF-LA-10007377,Office Supplies,Labels,Self-Adhesive Address Labels,37.31
136,CA-2017-165460,07/25/2016,07/27/2016,Same Day,CL-64898,Claire Gute,Consumer,United States,San Francisco,California,90036,Central,OFF-BI-10001104,Office Supplies,Binders,Ibico Standard Binders,63.84
137,CA-2018-178621,07/26/2016,08/01/2016,Standard Class,AL-40521,Alejandro Grove,Corporate,United States,Los Angeles,California,90036,Central,TEC-PH-10009853,Technology,Phones,Samsung Galaxy S4,558.61
138,CA-2018-175958,07/28/2016,08/01/2016,Standard Class,ZU-19550,Zuschuss Donatelli,Consumer,United States,Dallas,Texas,77041,South,OFF-LA-10001046,Office Supplies,Labels,Self-Adhesive Address Labels,26.21
139,CA-2018-149993,07/28/2016,08/03/2016,Standard Class,IR-42354,Irene Maddox,Corporate,United States,Miami,Florida,33311,East,FUR-BO-10003560,Furniture,Bookcases,Bush Somerset Collection Bookcase,466.17
140,CA-2018-190652,08/03/2016,08/09/2016,Second Class,SE-49462,Sean O'Donnell,Consumer,United States,Peoria,Illinois,60610,East,FUR-BO-10008383,Furniture,Bookcases,Bush Somerset Collection Bookcase,80.34
141,CA-2018-166111,08/03/2016,08/05/2016,Standard Class,CL-84171,Claire Gute,Consumer,United States,Miami,Florida,33311,South,TEC-CO-10002953,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,392.86
142,CA-2017-171492,08/06/2016,08/12/2016,Standard Class,CL-67447,Claire Gute,Corporate,United States,Miami,Florida,33311,West,OFF-BI-10009438,Office Supplies,Binders,Ibico Standard Binders,65.3
143,CA-2016-150828,08/06/2016,08/12/2016,Second Class,SA-70707,Sandra Flanagan,Consumer,United States,Dallas,Texas,77041,South,OFF-PA-10002195,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,47.36
144,CA-2018-163963,08/10/2016,08/14/2016,Second Class,RU-97878,Ruben Hope,Home Office,United States,Miami,Florida,33311,East,FUR-TA-10007775,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,326.25
145,CA-2018-192775,08/11/2016,08/14/2016,Second Class,BR-91806,Brosina Hoffman,Consumer,United States,Fort Lauderdale,Florida,33311,East,FUR-FU-10005273,Furniture,Furnishings,Eldon Expressions Desk Organizer,370.56
146,CA-2017-135637,08/13/2016,08/17/2016,First Class,DA-64850,Darrin Van Huff,Corporate,United States,San Francisco,California,90036,West,TEC-AC-10007717,Technology,Accessories,Logitech Wireless Headset,363.4
147,CA-2018-140024,08/13/2016,08/15/2016,Second Class,IR-49361,Irene Maddox,Corporate,United States,Fort Lauderdale,Florida,33311,East,TEC-PH-10002340,Technology,Phones,Samsung Galaxy S4,364.17
148,CA-2017-195572,08/16/2016,08/18/2016,Second Class,PE-86472,Pete Kriz,Home Office,United States,Dallas,Texas,77041,South,OFF-LA-10003415,Office Supplies,Labels,Self-Adhesive Address Labels,22.2
149,CA-2016-183399,08/17/2016,08/20/2016,Second Class,HA-28244,Harold Pawlan,Consumer,United States,Spokane,Washington,98103,West,OFF-LA-10006841,Office Supplies,Labels,Self-Adhesive Address Labels,37.05
150,CA-2018-195166,08/20/2016,08/26/2016,Standard Class,HA-45753,Harold Pawlan,Consumer,United States,Naperville,Illinois,60610,Central,OFF-AR-10006929,Office Supplies,Art,Newell 318 Art Markers,37.12
151,CA-2018-149541,08/21/2016,08/20/2016,Second Class,KE-14648,Ken Lonsdale,Consumer,United States,Tampa,Florida,33311,South,OFF-PA-10007975,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,42.53
152,CA-2016-137505,08/21/2016,08/26/2016,Second Class,KE-12734,Ken Lonsdale,Consumer,United States,New York City,New York,10008,East,FUR-CH-10005334,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,299.57
153,CA-2018-139686,08/24/2016,08/26/2016,Second Class,HA-26833,Harold Pawlan,Corporate,United States,Dallas,Texas,77041,West,FUR-TA-10008551,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,473.89
154,CA-2018-191117,08/26/2016,08/28/2016,Standard Class,KE-62824,Ken Lonsdale,Consumer,United States,Buffalo,New York,10008,West,FUR-BO-10001236,Furniture,Bookcases,Bush Somerset Collection Bookcase,256.56
155,CA-2017-136903,08/26/2016,08/30/2016,Standard Class,DA-32083,Darrin Van Huff,Consumer,United States,Houston,Texas,77041,West,OFF-AP-10007620,Office Supplies,Appliances,Kensington SafeMouse Mouse Pad with Gel Wrist Rest,28.63
156,CA-2017-114455,08/27/2016,08/31/2016,Standard Class,BR-53794,Brosina Hoffman,Consumer,United States,San Francisco,California,90036,East,FUR-BO-10004945,Furniture,Bookcases,Bush Somerset Collection Bookcase,199.83
157,CA-2016-142833,08/28/2016,09/03/2016,Standard Class,SA-50475,Sandra Flanagan,Consumer,United States,Buffalo,New York,10008,West,OFF-LA-10001659,Office Supplies,Labels,Self-Adhesive Address Labels,22.32
158,CA-2017-152633,08/28/2016,09/03/2016,Second Class,IR-87612,Irene Maddox,Corporate,United States,Peoria,Illinois,60610,Central,FUR-BO-10006642,Furniture,Bookcases,Bush Somerset Collection Bookcase,236.03
159,CA-2018-194434,08/29/2016,08/31/2016,Standard Class,KE-84854,Ken Lonsdale,Consumer,United States,Houston,Texas,77041,West,TEC-MA-10003986,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,485.7
160,CA-2017-128645,08/30/2016,09/02/2016,Second Class,IR-86246,Irene Maddox,Home Office,United States,Fort Lauderdale,Florida,33311,West,FUR-BO-10005400,Furniture,Bookcases,Bush Somerset Collection Bookcase,435.07
161,CA-2016-126950,09/01/2016,09/06/2016,Standard Class,HA-23683,Harold Pawlan,Corporate,United States,Tampa,Florida,33311,East,FUR-CH-10002820,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,320.12
162,CA-2017-183732,09/02/2016,09/07/2016,Standard Class,DA-30261,Darrin Van Huff,Home Office,United States,Tampa,Florida,33311,South,OFF-PA-10002343,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,43.81
163,CA-2016-186614,09/04/2016,09/09/2016,First Class,PE-53736,Pete Kriz,Corporate,United States,Austin,Texas,77041,East,FUR-BO-10006296,Furniture,Bookcases,Bush Somerset Collection Bookcase,242.68
164,CA-2017-156707,09/07/2016,09/10/2016,First Class,KE-60531,Ken Lonsdale,Consumer,United States,Buffalo,New York,10008,East,FUR-FU-10004505,Furniture,Furnishings,Eldon Expressions Desk Organizer,407.45
165,CA-2017-174152,09/10/2016,09/13/2016,Standard Class,ZU-42880,Zuschuss Donatelli,Home Office,United States,Tampa,Florida,33311,East,FUR-FU-10006424,Furniture,Furnishings,Eldon Expressions Desk Organizer,316.35
166,CA-2018-138983,09/12/2016,09/18/2016,Standard Class,CL-23658,Claire Gute,Consumer,United States,Miami,Florida,33311,East,TEC-CO-10001476,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,364.35
167,CA-2016-193969,09/15/2016,09/20/2016,Standard Class,SA-23874,Sandra Flanagan,Home Office,United States,Houston,Texas,77041,South,OFF-AP-10002348,Office Supplies,Appliances,Kensington SafeMouse Mouse Pad with Gel Wrist Rest,48.69
168,CA-2018-173289,09/15/2016,09/21/2016,First Class,KE-26668,Ken Lonsdale,Consumer,United States,Houston,Texas,77041,West,FUR-BO-10009302,Furniture,Bookcases,Bush Somerset Collection Bookcase,213.36
169,CA-2016-161994,09/19/2016,09/24/2016,Second Class,CL-33231,Claire Gute,Home Office,United States,Chicago,Illinois,60610,Central,TEC-PH-10004541,Technology,Phones,Samsung Galaxy S4,415.59
170,CA-2017-146214,09/20/2016,09/25/2016,Standard Class,HA-96783,Harold Pawlan,Corporate,United States,Houston,Texas,77041,East,FUR-BO-10009183,Furniture,Bookcases,Bush Somerset Collection Bookcase,297.95
171,CA-2016-166629,09/20/2016,09/22/2016,Standard Class,KE-61015,Ken Lonsdale,Home Office,United States,Fort Lauderdale,Florida,33311,South,TEC-AC-10007528,Technology,Accessories,Logitech Wireless Headset,463.22
172,CA-2017-194422,09/23/2016,09/28/2016,Standard Class,DA-30466,Darrin Van Huff,Consumer,United States,Miami,Florida,33311,East,OFF-ST-10001886,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,21.47
173,CA-2018-172280,09/26/2016,10/01/2016,Standard Class,ZU-14261,Zuschuss Donatelli,Consumer,United States,Albany,New York,10008,South,TEC-CO-10007165,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,547.28
174,CA-2018-118481,09/28/2016,10/04/2016,Second Class,BR-38504,Brosina Hoffman,Corporate,United States,Tacoma,Washington,98103,West,OFF-AR-10008698,Office Supplies,Art,Newell 318 Art Markers,35.07
175,CA-2016-175744,09/30/2016,10/03/2016,Standard Class,BR-78951,Brosina Hoffman,Consumer,United States,New York City,New York,10008,East,TEC-PH-10009528,Technology,Phones,Samsung Galaxy S4,474.03
176,CA-2017-157085,10/01/2016,10/06/2016,Standard Class,AL-11048,Alejandro Grove,Home Office,United States,Tampa,Florida,33311,East,FUR-FU-10003462,Furniture,Furnishings,Eldon Expressions Desk Organizer,301.84
177,CA-2017-112126,10/03/2016,10/06/2016,Same Day,SA-23892,Sandra Flanagan,Consumer,United States,Buffalo,New York,10008,West,TEC-CO-10007162,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,613.93
178,CA-2017-182390,10/05/2016,10/08/2016,Standard Class,PE-89123,Pete Kriz,Consumer,United States,San Francisco,California,90036,South,TEC-PH-10001781,Technology,Phones,Samsung Galaxy S4,447.51
179,CA-2018-165853,10/07/2016,10/10/2016,First Class,RU-14426,Ruben Hope,Corporate,United States,Dallas,Texas,77041,East,FUR-BO-10001773,Furniture,Bookcases,Bush Somerset Collection Bookcase,391.41
180,CA-2017-143486,10/13/2016,10/19/2016,Standard Class,CL-86000,Claire Gute,Consumer,United States,Buffalo,New York,10008,East,OFF-AR-10003865,Office Supplies,Art,Newell 318 Art Markers,32.32
181,CA-2017-123939,10/13/2016,10/15/2016,Second Class,IR-70522,Irene Maddox,Corporate,United States,Dallas,Texas,77041,West,FUR-CH-10004753,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,264.22
182,CA-2018-115671,10/15/2016,10/20/2016,Standard Class,RU-16685,Ruben Hope,Corporate,United States,San Diego,California,90036,West,FUR-FU-10006252,Furniture,Furnishings,Eldon Expressions Desk Organizer,363.42
183,CA-2016-115328,10/18/2016,10/20/2016,Standard Class,SE-67628,Sean O'Donnell,Consumer,United States,Fort Lauderdale,Florida,33311,West,TEC-AC-10001837,Technology,Accessories,Logitech Wireless Headset,227.22
184,CA-2016-112071,10/18/2016,10/23/2016,Same Day,HA-82670,Harold Pawlan,Corporate,United States,Austin,Texas,77041,Central,OFF-AR-10009829,Office Supplies,Art,Newell 318 Art Markers,64.26
185,CA-2017-124248,10/20/2016,10/24/2016,Second Class,RU-79970,Ruben Hope,Home Office,United States,Naperville,Illinois,60610,West,FUR-CH-10007672,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,438.96
186,CA-2018-138568,10/21/2016,10/23/2016,Standard Class,IR-48377,Irene Maddox,Corporate,United States,Dallas,Texas,77041,East,FUR-CH-10008044,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,232.84
187,CA-2018-182010,10/22/2016,10/28/2016,Standard Class,ZU-34539,Zuschuss Donatelli,Corporate,United States,Los Angeles,California,90036,Central,OFF-BI-10008285,Office Supplies,Binders,Ibico Standard Binders,39.23
188,CA-2017-188655,10/23/2016,10/28/2016,Second Class,PE-50778,Pete Kriz,Corporate,United States,Fort Lauderdale,Florida,33311,West,TEC-CO-10008081,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,242.91
189,CA-2018-117916,10/23/2016,10/28/2016,Standard Class,SA-75671,Sandra Flanagan,Corporate,United States,New York City,New York,10008,West,TEC-CO-10003756,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,533.48
190,CA-2018-150844,10/25/2016,10/30/2016,Standard Class,AL-30747,Alejandro Grove,Consumer,United States,Tacoma,Washington,98103,Central,TEC-MA-10003572,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,336.68
191,CA-2018-197703,10/28/2016,11/02/2016,Standard Class,RU-78250,Ruben Hope,Corporate,United States,Tacoma,Washington,98103,Central,TEC-PH-10006466,Technology,Phones,Samsung Galaxy S4,626.88
192,CA-2016-160054,10/28/2016,10/30/2016,First Class,ZU-31423,Zuschuss Donatelli,Corporate,United States,San Francisco,California,90036,East,TEC-PH-10005329,Technology,Phones,Samsung Galaxy S4,553.27
193,CA-2018-124000,11/01/2016,11/07/2016,Second Class,HA-38019,Harold Pawlan,Home Office,United States,Miami,Florida,33311,East,TEC-AC-10008783,Technology,Accessories,Logitech Wireless Headset,312.06
194,CA-2017-135067,11/02/2016,11/06/2016,Standard Class,IR-79097,Irene Maddox,Consumer,United States,Buffalo,New York,10008,Central,FUR-TA-10003065,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,212.87
195,CA-2017-138763,11/02/2016,11/06/2016,Second Class,AL-85395,Alejandro Grove,Corporate,United States,Albany,New York,10008,East,OFF-AR-10009752,Office Supplies,Art,Newell 318 Art Markers,70.47
196,CA-2018-123963,11/02/2016,11/08/2016,Standard Class,DA-26169,Darrin Van Huff,Consumer,United States,Buffalo,New York,10008,West,OFF-BI-10002212,Office Supplies,Binders,Ibico Standard Binders,34.95
197,CA-2017-144266,11/02/2016,11/04/2016,Second Class,DA-84611,Darrin Van Huff,Consumer,United States,Houston,Texas,77041,East,OFF-BI-10009059,Office Supplies,Binders,Ibico Standard Binders,2.5
198,CA-2016-156435,11/03/2016,11/07/2016,Standard Class,HA-44196,Harold Pawlan,Consumer,United States,Fort Lauderdale,Florida,33311,East,TEC-AC-10009740,Technology,Accessories,Logitech Wireless Headset,504.88
199,CA-2016-161712,11/03/2016,11/07/2016,Standard Class,DA-21953,Darrin Van Huff,Corporate,United States,Fort Lauderdale,Florida,33311,South,OFF-LA-10002694,Office Supplies,Labels,Self-Adhesive Address Labels,43.46
200,CA-2017-122944,11/03/2016,11/08/2016,Standard Class,BR-45865,Brosina Hoffman,Consumer,United States,Fort Lauderdale,Florida,33311,West,FUR-CH-10004288,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,288.07
201,CA-2016-141639,11/03/2016,11/08/2016,Standard Class,SA-59391,Sandra Flanagan,Consumer,United States,Los Angeles,California,90036,East,FUR-FU-10001466,Furniture,Furnishings,Eldon Expressions Desk Organizer,188.03
202,CA-2018-129613,11/04/2016,11/07/2016,Standard Class,HA-78073,Harold Pawlan,Consumer,United States,Fort Lauderdale,Florida,33311,West,TEC-AC-10006409,Technology,Accessories,Logitech Wireless Headset,590.72
203,CA-2017-135478,11/04/2016,11/10/2016,Standard Class,ZU-44533,Zuschuss Donatelli,Corporate,United States,Los Angeles,California,90036,South,OFF-PA-10006190,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,68.3
204,CA-2018-130151,11/05/2016,11/07/2016,Standard Class,BR-92939,Brosina Hoffman,Corporate,United States,Buffalo,New York,10008,West,TEC-PH-10009494,Technology,Phones,Samsung Galaxy S4,654.27
205,CA-2016-159641,11/07/2016,11/10/2016,Standard Class,DA-57364,Darrin Van Huff,Corporate,United States,Tampa,Florida,33311,West,FUR-TA-10001201,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,442.98
206,CA-2018-159143,11/07/2016,11/13/2016,Second Class,KE-65405,Ken Lonsdale,Corporate,United States,San Francisco,California,90036,East,FUR-TA-10001598,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,324.26
207,CA-2016-138186,11/09/2016,11/15/2016,Second Class,PE-31398,Pete Kriz,Corporate,United States,Chicago,Illinois,60610,Central,TEC-AC-10006414,Technology,Accessories,Logitech Wireless Headset,817.71
208,CA-2017-131167,11/10/2016,11/14/2016,Standard Class,IR-16593,Irene Maddox,Home Office,United States,Buffalo,New York,10008,West,OFF-AP-10008455,Office Supplies,Appliances,Kensington SafeMouse Mouse Pad with Gel Wrist Rest,22.89
209,CA-2016-179868,11/11/2016,11/16/2016,Standard Class,SE-98765,Sean O'Donnell,Consumer,United States,Austin,Texas,77041,West,OFF-PA-10006841,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,41.84
210,CA-2016-131501,11/11/2016,11/16/2016,Standard Class,RU-57425,Ruben Hope,Home Office,United States,Spokane,Washington,98103,East,OFF-LA-10001662,Office Supplies,Labels,Self-Adhesive Address Labels,33.85
211,CA-2017-166243,11/11/2016,11/15/2016,Second Class,AL-68247,Alejandro Grove,Corporate,United States,Tampa,Florida,33311,East,OFF-AR-10005400,Office Supplies,Art,Newell 318 Art Markers,31.81
212,CA-2018-119328,11/12/2016,11/15/2016,Standard Class,ZU-39874,Zuschuss Donatelli,Consumer,United States,Spokane,Washington,98103,East,FUR-TA-10002438,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,242.13
213,CA-2016-160134,11/16/2016,11/19/2016,Standard Class,BR-34926,Brosina Hoffman,Home Office,United States,Tacoma,Washington,98103,West,FUR-CH-10001899,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,257.2
214,CA-2016-164892,11/17/2016,11/21/2016,Second Class,IR-68087,Irene Maddox,Consumer,United States,Buffalo,New York,10008,Central,OFF-LA-10004872,Office Supplies,Labels,Self-Adhesive Address Labels,59.37
215,CA-2016-196423,11/20/2016,11/25/2016,First Class,BR-49010,Brosina Hoffman,Home Office,United States,San Diego,California,90036,West,TEC-AC-10008937,Technology,Accessories,Logitech Wireless Headset,264.02
216,CA-2017-172775,11/20/2016,11/25/2016,Second Class,AL-24880,Alejandro Grove,Consumer,United States,Albany,New York,10008,South,TEC-PH-10009971,Technology,Phones,Samsung Galaxy S4,315.46
